Modulo,Tabela,Descricao_Tabela,Coluna,Tipo,Eh_Chave_Primaria,Tabela_Relacionada (Chave Estrangeira),Observacoes
"Usuários, Perfis e Acessos","S2","Usuários do Sistema (Login/Senha)","S2_SENHA_EMAIL","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","S2","Usuários do Sistema (Login/Senha)","S2_SERVIDOR","varchar(150)","NAO","",""
"Usuários, Perfis e Acessos","S2","Usuários do Sistema (Login/Senha)","S2_PORTA","int(4)","NAO","",""
"Usuários, Perfis e Acessos","S2","Usuários do Sistema (Login/Senha)","S2_CONEXAO_SEGURA","bit(1)","NAO","",""
"Usuários, Perfis e Acessos","S2","Usuários do Sistema (Login/Senha)","D10_ID","int(4)","NAO","D10",""
"Usuários, Perfis e Acessos","S2","Usuários do Sistema (Login/Senha)","S2_VERSAO","varchar(50)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_ID","int(4)","SIM","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S21_TIPO","varchar(15)","NAO","",""
"Geral / Outros","S21","Tabela do Sistema Petrus","S6_ID","int(4)","NAO","S6",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_ID","int(4)","SIM","",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S24","Tabela do Sistema Petrus","S24_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_ID","int(4)","SIM","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S25","Tabela do Sistema Petrus","S25_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_ID","int(4)","SIM","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_TIPO","varchar(15)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S8_ID","int(4)","NAO","S8",""
"Geral / Outros","S26","Tabela do Sistema Petrus","S26_REGISTRO","int(4)","NAO","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S29_ID","int(4)","SIM","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S7_ID","int(4)","NAO","S7",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S6_ID","int(4)","NAO","S6",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S29_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S29_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S29_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S29_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S29_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S29","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_ID","int(4)","SIM","",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S7_ID","int(4)","NAO","S7",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S10_ID","int(4)","NAO","S10",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S30","Tabela do Sistema Petrus","S30_ORDEM","int(4)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_ID","int(4)","SIM","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S8_ID","int(4)","NAO","S8",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_DATA","varchar(50)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_VALOR","varchar(50)","NAO","","Campo monetário"
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_SUMARIO","varchar(50)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_TAMANHO","varchar(20)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S4_ID","int(4)","NAO","S4",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_TIPO","varchar(20)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S31","Tabela do Sistema Petrus","S31_CONTROLE","varchar(50)","NAO","",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S11_ID","int(4)","NAO","S11",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S6_ID","int(4)","NAO","S6",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S33_ID","int(4)","SIM","",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S33_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S33_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S33_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S33_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S33","Tabela do Sistema Petrus","S33_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S11_ID","int(4)","NAO","S11",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S10_ID","int(4)","NAO","S10",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_ID","int(4)","SIM","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S34","Tabela do Sistema Petrus","S34_ORDEM","int(4)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_ID","int(4)","SIM","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S8_ID","int(4)","NAO","S8",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_SUMARIO","int(4)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_FILTRO","int(4)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_VALOR","varchar(50)","NAO","","Campo monetário"
"Geral / Outros","S36","Tabela do Sistema Petrus","S36_TIPO","varchar(20)","NAO","",""
"Geral / Outros","S36","Tabela do Sistema Petrus","S4_ID","int(4)","NAO","S4",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_ID","int(4)","SIM","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_ORIGEM","int(4)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_DESTINO","int(4)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_TIPO","varchar(20)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_FILTRO","varchar(50)","NAO","",""
"Geral / Outros","S37","Tabela do Sistema Petrus","S37_VALOR","varchar(50)","NAO","","Campo monetário"
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_ID","int(4)","SIM","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_NOME","varchar(50)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S38_SUBDIVISAO","varchar(50)","NAO","",""
"Geral / Outros","S38","Tabela do Sistema Petrus","S18_ID","int(4)","NAO","S18",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_ID","int(4)","SIM","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S8_ID","int(4)","NAO","S8",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_NOME","varchar(50)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_ORDEM","int(4)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_VISIVEL","bit(1)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_TIPO","varchar(50)","NAO","",""
"Geral / Outros","S39","Tabela do Sistema Petrus","S39_ID_1","int(4)","NAO","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_ID","int(4)","SIM","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S4","Tabela do Sistema Petrus","S4_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_TIPO_ARQUIVO","varchar(20)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_ARQUIVO_CERTIFICADO","varchar(150)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_NUMERO_SERIE","varchar(50)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_SENHA_CERTIFICADO","varchar(20)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_ID","int(4)","SIM","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_ATIVO","bit(1)","NAO","",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S2_ID","int(4)","NAO","S2",""
"Geral / Outros","S41","Tabela do Sistema Petrus","S41_ARQUIVO_CERTIFICADO_BIN","varbinary(-1)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_ID","int(4)","SIM","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_TIPO","varchar(15)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_EMAIL","varchar(500)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_CONTATO","varchar(20)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S42","Tabela do Sistema Petrus","S42_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_TIPO","varchar(15)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_DDI","varchar(5)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_DDD","varchar(5)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_TELEFONE","varchar(20)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_CONTATO","varchar(20)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S43","Tabela do Sistema Petrus","S43_ID","int(4)","SIM","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_NOME","varchar(50)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_CNPJ_CPF","varchar(20)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_FAIXA_ETARIA","varchar(30)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_QUALIFICACAO","varchar(50)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_ID","int(4)","SIM","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S44","Tabela do Sistema Petrus","S44_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_ID","int(4)","SIM","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_DESCRICAO","varchar(-1)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_CNAE","int(4)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S46","Tabela do Sistema Petrus","S46_COD_SETOR","int(4)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_ID","int(4)","SIM","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S47_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S53_ID","int(4)","NAO","S53",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S38_ID","int(4)","NAO","S38",""
"Geral / Outros","S47","Tabela do Sistema Petrus","S10_ID","int(4)","NAO","S10",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_ID","int(4)","SIM","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_SELECIONE","bit(1)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_DATA_INCLUSAO","datetime(8)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_DATA_ALTERACAO","datetime(8)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_NF_INICIAL","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_AMBIENTE","varchar(15)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_CID_TOKEN","varchar(50)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_CSC","varchar(50)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_TIPO_OPERACAO","varchar(50)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_EXIBIR_LOGO_DANFCE","bit(1)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_EXIBIR_LOGO_DANFE","bit(1)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_EXIBIR_TOTAL_TRIBUTOS","bit(1)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_EXIBIR_CAMPO_FATURA","bit(1)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_GERAR_NFE","bit(1)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_MAXIMO_REGISTROS","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_MAXIMO_REGISTROS_PESQUISA","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_MDF_INICIAL","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_SERIE","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_EXIBIR_LOGO_DAMDFE","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_VL_INICIAL","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_NSU","int(4)","NAO","",""
"Fiscal / Faturamento","S48","Tabela do Sistema Petrus","S48_DATA_ULTIMO_NSU","int(4)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_ID","int(4)","SIM","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_SELECIONE","bit(1)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_DATA_INCLUSAO","datetime(8)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_DATA_ALTERACAO","datetime(8)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_TELA","varchar(20)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_DUPLO_CLIQUE","varchar(20)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_TELA_CONSULTA","varchar(20)","NAO","",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S2_ID","int(4)","NAO","S2",""
"Usuários, Perfis e Acessos","S49","Tabela do Sistema Petrus","S49_LAYOUT","varchar(20)","NAO","",""
"Geral / Outros","S5","Tabela do Sistema Petrus","S5_ID","int(4)","SIM","",""
"Geral / Outros","S5","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","S5","Tabela do Sistema Petrus","S5_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","S5","Tabela do Sistema Petrus","S5_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","S5","Tabela do Sistema Petrus","S5_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","S5","Tabela do Sistema Petrus","S5_DATA_ALTERACAO","datetime(8)","NAO","",""
