Modulo,Tabela,Descricao_Tabela,Coluna,Tipo,Eh_Chave_Primaria,Tabela_Relacionada (Chave Estrangeira),Observacoes
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_ID","int(4)","SIM","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_DESCRICAO","varchar(50)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_TIPO","varchar(50)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_ENDERECO","varchar(50)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_ALTURA","numeric(9)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_LARGURA","numeric(9)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_COMPRIMENTO","numeric(9)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_CUBAGEM","numeric(9)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_STATUS","varchar(20)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_DATA_BLOQUEIO","datetime(8)","NAO","",""
"Estoque / Produtos","A3","Tabela do Sistema Petrus","A3_DATA_REATIVACAO","datetime(8)","NAO","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_ID","int(4)","SIM","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","A5","Tabela do Sistema Petrus","A5_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_ID","int(4)","SIM","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_CNH","varchar(20)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_DATA_NASCIMENTO","datetime(8)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_NOME","varchar(50)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_IE_RG","varchar(20)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_CNPJ_CPF","varchar(20)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_EMAIL","varchar(500)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_CONTATO","varchar(50)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_LOGRADOURO","varchar(200)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_NUMERO","varchar(50)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_BAIRRO","varchar(100)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_COMPLEMENTO","varchar(100)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_CEP","varchar(20)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_CODIGO","int(4)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","X4_ID","int(4)","NAO","X4",""
"Geral / Outros","B1","Tabela do Sistema Petrus","X12_ID","int(4)","NAO","X12",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_FONE_1","varchar(30)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_FONE_2","varchar(30)","NAO","",""
"Geral / Outros","B1","Tabela do Sistema Petrus","B1_FONE_3","varchar(30)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_ID","int(4)","SIM","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_DESCRICAO","varchar(50)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_ALTURA_EXTERNA","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_ALTURA_INTERNA","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_ANO_FABRICACAO","int(4)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_ANO_MODELO","int(4)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_CAPACIDADE","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_CHASSI","varchar(17)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_COMPRIMENTO_EXTERNO","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_COMPRIMENTO_INTERNO","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_EIXOS","int(4)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_LARGURA_EXTERNA","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_LARGURA_INTERNA","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_PLACA","varchar(15)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_RASTREADO","bit(1)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","X12_ID","int(4)","NAO","X12",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","X7_ID","int(4)","NAO","X7",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","I4_ID","int(4)","NAO","I4",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","G4_ID","int(4)","NAO","G4",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","G5_ID","int(4)","NAO","G5",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_VOLUMES","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_TIPO","varchar(50)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_SELECIONE","bit(1)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_DATA_INCLUSAO","datetime(8)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_DATA_ALTERACAO","datetime(8)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_PESO","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_RENAVAM","varchar(20)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_RNTRC","varchar(20)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_TIPO_CARROCERIA","varchar(30)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_TIPO_PROPRIETARIO","varchar(30)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","R2_ID","int(4)","NAO","R2",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B1_ID","int(4)","NAO","B1",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_TARA","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_CUBAGEM","numeric(9)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","I5_ID","int(4)","NAO","I5",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","J2_ID","int(4)","NAO","J2",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_ANTT","varchar(20)","NAO","",""
"Estoque / Produtos","B2","Tabela do Sistema Petrus","B2_MES_LICENCIAMENTO","varchar(20)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_ID","int(4)","SIM","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_NOME","varchar(300)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_CNPJ","varchar(20)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_APOLICE","varchar(50)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_DATA_INICIAL_SEGURO","datetime(8)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_DATA_FINAL_SEGURO","datetime(8)","NAO","",""
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_VALOR_FRANQUIA","numeric(9)","NAO","","Campo monetário"
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_VALOR_SEGURO","numeric(9)","NAO","","Campo monetário"
"Geral / Outros","B5","Tabela do Sistema Petrus","B5_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_ID","int(4)","SIM","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_NOME","varchar(50)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_TIPO","varchar(15)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_EMAIL","varchar(500)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_TELEFONE","varchar(20)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","S2_ID","int(4)","NAO","S2",""
"Geral / Outros","C1","Tabela do Sistema Petrus","C1_NIVEL","int(4)","NAO","",""
"Geral / Outros","C1","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_ID","int(4)","SIM","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","C13","Tabela do Sistema Petrus","C13_TIPO","varchar(50)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_ID","int(4)","SIM","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_DESCRICAO","varchar(300)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_PESO","numeric(9)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C13_ID","int(4)","NAO","C13",""
"Geral / Outros","C3","Tabela do Sistema Petrus","V10_ID","int(4)","NAO","V10",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_CICLO_PADRAO","numeric(9)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_CAVIDADE","int(4)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","L10_ID","int(4)","NAO","L10",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_CONTADOR","int(4)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_REFERENCIA","varchar(50)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_TOLERANCIA","numeric(9)","NAO","",""
"Geral / Outros","C3","Tabela do Sistema Petrus","H1_ID","int(4)","NAO","H1",""
"Geral / Outros","C3","Tabela do Sistema Petrus","C3_ATIVO","bit(1)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_ID","int(4)","SIM","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_SELECIONE","bit(1)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_DATA_INCLUSAO","datetime(8)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_DATA_ALTERACAO","datetime(8)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_NOME","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","V10_ID","int(4)","NAO","V10",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_MODULO","varchar(50)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","H1_ID","int(4)","NAO","H1",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_HORIMETRO","numeric(9)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_ATIVO","bit(1)","NAO","",""
"Usuários, Perfis e Acessos","C4","Tabela do Sistema Petrus","C4_LIMITADOR","numeric(9)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_ID","int(4)","SIM","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_NOME","varchar(300)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_AFASTADO_FGTS","bit(1)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_APOSENTADO","bit(1)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_CATEGORIA_CNH","varchar(15)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_FONE_2","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_CNH","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_CPF","varchar(30)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_ADMISSAO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_AFASTAMENTO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_APOSENTADORIA","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_RESCISAO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_EFETIVACAO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_EMISSAO_RG","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_NASCIMENTO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_OPCAO_FGTS","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_PRIMEIRA_CNH","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_REINTEGRACAO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_TERMINO_CONTRATO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_VALIDADE_CNH","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DEPENDENTES","int(4)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_ESTADO_CIVIL","varchar(15)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","X12_ID_1","int(4)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","X12_ID_3","int(4)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_FOTO","image(16)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_HORAS_DIA","numeric(9)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_HORAS_MES","numeric(9)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_JORNADA_REDUZIDA","bit(1)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_JORNADA_VARIAVEL","bit(1)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","X4_ID_1","int(4)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_NACIONALIDADE","varchar(15)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","X12_ID_2","int(4)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_NOME_MAE","varchar(300)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_NOME_PAI","varchar(300)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_ORGAO_EMISSOR_RG","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_ORGAO_EXPEDICAO_RG","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_HORAS_SEMANA","numeric(9)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_REGIME_PREVIDENCIARIO","varchar(50)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_RG","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_SECAO_ELEITORAL","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_SEXO","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_FONE_1","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_TITULO_ELEITORAL","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_TURNO_TRABALHO","varchar(150)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_VENCIMENTO_EXPERIENCIA","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_ZONA_ELEITORAL","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D31_ID","int(4)","NAO","D31",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_TIPO","varchar(15)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_SELECIONE","bit(1)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_INCLUSAO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_DATA_ALTERACAO","datetime(8)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_EMAIL","varchar(500)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_CONTATO","varchar(50)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_BAIRRO","varchar(100)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_CAIXA_POSTAL","varchar(10)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_CEP","varchar(15)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","X4_ID","int(4)","NAO","X4",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_COMPLEMENTO","varchar(100)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_LOGRADOURO","varchar(200)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_NUMERO","varchar(50)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","X12_ID","int(4)","NAO","X12",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_SALARIO","numeric(9)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D42_ID","int(4)","NAO","D42",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_OBS","varchar(500)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_FONE_3","varchar(20)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_STATUS","varchar(20)","NAO","","Máquina de estados (Aberto, Fechado, etc)"
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_PREMIO","numeric(9)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_PCD","bit(1)","NAO","",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","DY8_ID","int(4)","NAO","DY8",""
"Financeiro / Cobrança","D10","Tabela do Sistema Petrus","D10_OBS_PCD","varchar(-1)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_ID","int(4)","SIM","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_NOME","varchar(50)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D23_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D23","Tabela do Sistema Petrus","D10_ID","int(4)","NAO","D10",""
"Geral / Outros","D23","Tabela do Sistema Petrus","S2_ID","int(4)","NAO","S2",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_ID","int(4)","SIM","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_USUARIO_INCLUSAO","varchar(50)","NAO","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_USUARIO_ALTERACAO","varchar(50)","NAO","",""
"Geral / Outros","D29","Tabela do Sistema Petrus","D29_VALOR","numeric(9)","NAO","","Campo monetário"
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_ID","int(4)","SIM","",""
"Geral / Outros","D31","Tabela do Sistema Petrus","S1_ID","int(4)","NAO","S1",""
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_DESCRICAO","varchar(50)","NAO","",""
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_SELECIONE","bit(1)","NAO","",""
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_DATA_INCLUSAO","datetime(8)","NAO","",""
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_DATA_ALTERACAO","datetime(8)","NAO","",""
"Geral / Outros","D31","Tabela do Sistema Petrus","D31_USUARIO_INCLUSAO","varchar(50)","NAO","",""
